age,total_purchase,account_manager,years,num_sites,churn,state,purchase_per_year,sites_per_year,purchase_per_site
39.0,11490.75,0,4.93,8.0,0,IA,2330.7809330628806,1.622718052738337,1436.34375
40.0,11338.94,0,6.23,7.0,0,AL,1820.0545746388443,1.1235955056179774,1619.8485714285714
28.0,11245.38,0,6.72,8.0,0,NJ,1673.419642857143,1.1904761904761905,1405.6725
40.0,13987.59,1,5.58,7.0,0,WI,2506.7365591397847,1.2544802867383513,1998.2271428571428
48.0,12810.16,0,2.21,10.0,0,CO,5796.4524886877825,4.524886877828054,1281.016
45.0,10976.03,0,4.5,10.0,0,RI,2439.117777777778,2.2222222222222223,1097.603
48.0,7737.57,1,4.19,9.0,0,MO,1846.6754176610975,2.1479713603818613,859.73
45.0,7748.34,0,4.2,8.0,0,GU,1844.8428571428572,1.9047619047619047,968.5425
55.0,8270.52,1,5.15,8.0,0,ME,1605.926213592233,1.5533980582524272,1033.815
32.0,11715.72,0,4.73,9.0,0,NH,2476.8964059196614,1.9027484143763211,1301.7466666666667
48.0,9219.4,1,5.91,6.0,0,WV,1559.9661590524533,1.015228426395939,1536.5666666666666
45.0,5347.74,1,5.62,10.0,0,NE,951.5551601423487,1.7793594306049823,534.774
42.0,9261.41,0,3.92,9.0,0,KY,2362.604591836735,2.295918367346939,1029.0455555555554
41.0,11789.33,0,4.61,9.0,0,OK,2557.338394793926,1.9522776572668112,1309.9255555555555
44.0,14023.22,1,3.49,10.0,0,SC,4018.1146131805153,2.8653295128939824,1402.322
36.0,9993.5,0,6.6,6.0,0,SC,1514.1666666666667,0.9090909090909092,1665.5833333333333
41.0,6535.91,0,4.83,11.0,0,OK,1353.1904761904761,2.277432712215321,594.1736363636363
44.0,12835.19,1,5.44,7.0,0,WI,2359.4099264705883,1.2867647058823528,1833.5985714285714
42.0,11654.34,0,5.06,10.0,0,OR,2303.229249011858,1.9762845849802373,1165.434
45.0,12200.96,1,4.7,6.0,0,FM,2595.9489361702126,1.276595744680851,2033.493333333333
34.0,12813.91,0,2.41,7.0,0,WA,5316.9751037344395,2.904564315352697,1830.5585714285714
36.0,10345.19,1,4.84,10.0,0,NE,2137.4359504132235,2.066115702479339,1034.519
49.0,8232.11,0,6.84,8.0,0,FL,1203.5248538011697,1.1695906432748537,1029.01375
52.0,14838.84,0,5.12,8.0,0,MN,2898.2109375,1.5625,1854.855
43.0,9541.45,0,6.05,8.0,0,DE,1577.099173553719,1.322314049586777,1192.68125
46.0,7424.11,0,4.83,9.0,0,DC,1537.0828157349895,1.8633540372670807,824.901111111111
37.0,7062.59,1,4.56,9.0,0,CT,1548.8135964912283,1.973684210526316,784.7322222222223
51.0,10776.82,0,5.1,5.0,0,IN,2113.1019607843136,0.9803921568627452,2155.364
50.0,13247.31,0,3.48,6.0,0,PW,3806.698275862069,1.7241379310344829,2207.8849999999998
40.0,8610.43,1,5.08,7.0,0,AL,1694.966535433071,1.3779527559055118,1230.0614285714287
48.0,8863.36,0,6.35,7.0,0,NH,1395.804724409449,1.1023622047244095,1266.1942857142858
39.0,13574.53,1,5.69,10.0,0,GA,2385.6818980667836,1.757469244288225,1357.453
41.0,14216.37,1,1.81,8.0,0,WV,7854.348066298343,4.419889502762431,1777.04625
48.0,11555.21,1,4.45,8.0,0,AK,2596.6764044943816,1.797752808988764,1444.40125
55.0,5720.98,1,6.63,8.0,0,KY,862.892911010558,1.2066365007541477,715.1225
38.0,8370.15,0,8.6,5.0,0,MT,973.2732558139535,0.5813953488372093,1674.03
43.0,9060.28,1,4.95,6.0,0,NV,1830.359595959596,1.2121212121212122,1510.0466666666669
44.0,7193.84,0,6.22,7.0,0,MI,1156.5659163987139,1.1254019292604502,1027.6914285714286
42.0,11225.96,0,5.89,7.0,0,AP,1905.9354838709678,1.1884550084889645,1603.7085714285713
49.0,12893.19,0,5.13,7.0,0,AK,2513.292397660819,1.364522417153996,1841.8842857142859
45.0,13896.99,0,4.26,8.0,0,PR,3262.2042253521126,1.8779342723004695,1737.12375
43.0,12378.57,1,4.04,8.0,0,OR,3064.0024752475247,1.9801980198019802,1547.32125
42.0,11768.71,1,6.24,7.0,0,OH,1886.0112179487178,1.1217948717948718,1681.2442857142855
32.0,8011.38,0,5.35,10.0,0,RI,1497.4542056074768,1.869158878504673,801.138
43.0,16955.76,0,7.04,8.0,0,ID,2408.488636363636,1.1363636363636365,2119.47
43.0,10530.33,1,4.14,7.0,0,AR,2543.557971014493,1.6908212560386475,1504.3328571428572
42.0,11783.81,1,5.27,7.0,0,AK,2236.0170777988615,1.3282732447817838,1683.4014285714286
48.0,8824.84,1,5.93,7.0,0,MN,1488.168634064081,1.1804384485666106,1260.6914285714286
46.0,9737.34,1,5.17,8.0,0,AA,1883.4313346228241,1.5473887814313347,1217.1675
49.0,8131.64,1,7.1,7.0,0,WI,1145.3014084507042,0.9859154929577465,1161.662857142857
31.0,12264.68,1,5.88,8.0,0,IA,2085.8299319727894,1.3605442176870748,1533.085
35.0,3825.7,0,4.28,8.0,0,MD,893.8551401869158,1.8691588785046729,478.2125
44.0,11597.38,0,3.45,7.0,0,TX,3361.5594202898546,2.0289855072463765,1656.7685714285712
55.0,5977.46,1,5.02,7.0,0,KS,1190.7290836653387,1.3944223107569722,853.9228571428572
41.0,9608.45,0,5.81,7.0,0,ID,1653.7779690189332,1.2048192771084338,1372.6357142857144
37.0,10348.37,1,7.65,6.0,0,TN,1352.7281045751633,0.7843137254901961,1724.7283333333335
41.0,13135.26,1,5.27,9.0,0,NM,2492.459203036053,1.7077798861480078,1459.4733333333334
34.0,12760.01,0,3.87,8.0,0,NV,3297.160206718346,2.0671834625322996,1595.00125
39.0,9848.4,1,6.73,10.0,0,GU,1463.3580980683505,1.4858841010401187,984.8399999999999
37.0,11517.19,1,8.34,11.0,0,VA,1380.9580335731416,1.3189448441247003,1047.0172727272727
37.0,8316.89,0,3.6,8.0,0,SD,2310.247222222222,2.2222222222222223,1039.61125
40.0,7762.73,1,4.66,10.0,0,VI,1665.821888412017,2.1459227467811157,776.2729999999999
49.0,13510.96,1,6.39,9.0,0,NE,2114.3912363067293,1.4084507042253522,1501.2177777777777
42.0,10442.37,0,5.58,5.0,0,VT,1871.3924731182797,0.8960573476702509,2088.474
35.0,10550.87,1,5.72,9.0,0,OH,1844.5576923076926,1.5734265734265735,1172.318888888889
31.0,5304.6,0,5.29,9.0,0,VT,1002.7599243856333,1.7013232514177694,589.4000000000001
44.0,10157.21,0,6.14,7.0,0,IL,1654.2687296416937,1.1400651465798046,1451.03
42.0,12975.35,1,4.47,7.0,0,WA,2902.762863534676,1.5659955257270695,1853.6214285714286
38.0,6574.25,0,6.18,9.0,0,UT,1063.794498381877,1.4563106796116505,730.4722222222222
33.0,12638.51,1,5.01,8.0,0,WA,2522.6566866267467,1.596806387225549,1579.81375
48.0,10746.37,1,4.22,8.0,0,NH,2546.5331753554506,1.8957345971563981,1343.29625
46.0,12873.63,1,5.73,7.0,0,PW,2246.706806282722,1.2216404886561953,1839.09
49.0,12681.35,0,3.68,5.0,0,CO,3446.0190217391305,1.358695652173913,2536.27
46.0,7730.53,1,5.3,8.0,0,LA,1458.590566037736,1.509433962264151,966.31625
46.0,8603.6,0,6.44,9.0,0,AZ,1335.9627329192547,1.3975155279503104,955.9555555555556
42.0,8218.63,0,5.9,9.0,0,AZ,1392.98813559322,1.5254237288135593,913.181111111111
34.0,9401.99,1,8.25,9.0,0,GA,1139.6351515151514,1.0909090909090908,1044.6655555555556
39.0,6127.84,0,4.22,9.0,0,MT,1452.094786729858,2.132701421800948,680.8711111111111
44.0,11794.91,0,6.32,6.0,0,MA,1866.2832278481012,0.9493670886075949,1965.8183333333334
41.0,8143.38,1,2.64,5.0,0,KS,3084.613636363636,1.8939393939393938,1628.676
40.0,11873.76,1,6.5,8.0,0,WV,1826.7323076923078,1.2307692307692308,1484.22
22.0,11254.38,1,4.96,8.0,0,RI,2269.0282258064512,1.6129032258064517,1406.7975
46.0,8951.42,0,4.13,8.0,0,OR,2167.414043583535,1.937046004842615,1118.9275
43.0,8662.18,1,7.31,8.0,0,OH,1184.9767441860465,1.094391244870041,1082.7725
41.0,8427.12,0,4.37,6.0,0,AA,1928.4027459954234,1.3729977116704806,1404.5200000000002
55.0,11555.42,0,4.86,10.0,0,AP,2377.6584362139915,2.05761316872428,1155.542
42.0,11670.32,0,5.51,7.0,0,AA,2118.0254083484574,1.2704174228675136,1667.1885714285713
36.0,8918.52,0,3.62,8.0,0,NY,2463.6795580110497,2.2099447513812156,1114.815
34.0,13976.64,0,5.16,8.0,0,GA,2708.6511627906975,1.5503875968992247,1747.08
44.0,6498.85,0,6.34,9.0,0,HI,1025.0552050473186,1.4195583596214512,722.0944444444444
39.0,9303.36,0,4.19,10.0,0,PA,2220.3723150357996,2.386634844868735,930.336
40.0,8083.76,0,4.76,7.0,0,MP,1698.2689075630253,1.4705882352941178,1154.8228571428572
42.0,16371.42,1,3.84,10.0,0,SD,4263.390625,2.604166666666667,1637.142
32.0,5756.12,0,5.9,8.0,0,LA,975.6135593220338,1.3559322033898304,719.515
41.0,9574.64,1,3.72,7.0,0,NH,2573.827956989247,1.8817204301075268,1367.8057142857142
42.0,6623.97,0,5.4,8.0,0,ME,1226.661111111111,1.4814814814814814,827.99625
28.0,8670.98,0,3.99,6.0,0,AS,2173.177944862155,1.5037593984962405,1445.1633333333332
48.0,10399.19,1,5.07,11.0,0,AP,2051.122287968442,2.1696252465483234,945.3809090909091
40.0,12542.76,1,5.03,8.0,0,IL,2493.5904572564614,1.5904572564612325,1567.845
46.0,11832.86,1,6.01,8.0,0,NV,1968.8618968386024,1.3311148086522464,1479.1075
33.0,12249.96,0,2.96,8.0,0,FM,4138.5,2.7027027027027026,1531.245
49.0,11695.04,1,5.64,9.0,0,SD,2073.58865248227,1.595744680851064,1299.448888888889
41.0,9000.05,0,5.59,6.0,0,TX,1610.0268336314848,1.073345259391771,1500.0083333333332
44.0,12400.33,1,5.18,3.0,0,AA,2393.8861003861007,0.5791505791505792,4133.443333333334
30.0,13473.35,0,3.84,10.0,0,AA,3508.6848958333335,2.604166666666667,1347.335
44.0,12227.39,0,6.46,7.0,0,PA,1892.7848297213623,1.08359133126935,1746.77
38.0,10788.67,0,4.98,7.0,0,KY,2166.3995983935743,1.4056224899598393,1541.2385714285715
37.0,10076.71,0,6.5,7.0,0,SD,1550.2630769230768,1.0769230769230769,1439.53
28.0,11204.23,0,3.67,11.0,0,ND,3052.9237057220707,2.997275204359673,1018.5663636363636
39.0,14425.74,0,5.91,6.0,0,MO,2440.903553299492,1.015228426395939,2404.29
46.0,9988.68,1,5.44,8.0,0,UT,1836.1544117647059,1.4705882352941175,1248.585
43.0,8261.89,0,7.36,9.0,0,OK,1122.539402173913,1.2228260869565217,917.9877777777778
34.0,9779.12,0,5.89,9.0,0,PR,1660.2920203735146,1.5280135823429541,1086.568888888889
51.0,10328.42,1,5.12,7.0,0,KY,2017.26953125,1.3671875,1475.4885714285715
38.0,12913.55,1,4.73,7.0,0,NE,2730.1374207188155,1.4799154334038054,1844.792857142857
37.0,7189.31,0,6.87,10.0,0,FM,1046.4788937409025,1.455604075691412,718.931
39.0,18026.01,1,3.82,9.0,0,AL,4718.850785340314,2.356020942408377,2002.8899999999999
26.0,8939.61,0,4.54,7.0,0,WA,1969.0770925110132,1.5418502202643172,1277.087142857143
50.0,11294.45,1,2.17,10.0,0,ME,5204.815668202766,4.6082949308755765,1129.4450000000002
42.0,8271.02,0,4.24,9.0,0,WA,1950.7122641509434,2.1226415094339623,919.0022222222223
44.0,5002.58,0,4.57,11.0,0,AZ,1094.6564551422318,2.4070021881838075,454.78
45.0,11187.93,1,4.95,9.0,0,HI,2260.1878787878786,1.8181818181818181,1243.1033333333335
51.0,9764.39,1,6.03,8.0,0,VI,1619.3018242122719,1.3266998341625207,1220.54875
44.0,8917.57,0,4.28,6.0,0,AE,2083.5443925233644,1.4018691588785046,1486.2616666666665
37.0,9499.3,1,6.81,8.0,0,DE,1394.9045521292217,1.1747430249632893,1187.4125
41.0,8502.52,0,6.0,10.0,0,IL,1417.0866666666668,1.6666666666666667,850.2520000000001
45.0,9576.07,1,7.01,8.0,0,GA,1366.058487874465,1.1412268188302426,1197.00875
47.0,9451.03,0,5.11,10.0,0,AE,1849.5166340508806,1.9569471624266144,945.1030000000001
48.0,9722.23,1,5.98,6.0,0,FM,1625.7909698996655,1.0033444816053512,1620.3716666666667
49.0,11227.48,0,5.1,9.0,0,ID,2201.4666666666667,1.7647058823529413,1247.4977777777776
47.0,10718.97,0,5.74,7.0,0,WA,1867.4163763066201,1.2195121951219512,1531.2814285714285
40.0,11799.72,0,3.0,8.0,0,AR,3933.24,2.6666666666666665,1474.965
38.0,13074.81,1,4.67,7.0,0,SC,2799.745182012848,1.4989293361884368,1867.83
49.0,9000.36,0,4.13,11.0,0,AP,2179.26392251816,2.663438256658596,818.2145454545455
39.0,13731.45,1,8.15,10.0,0,MH,1684.840490797546,1.2269938650306749,1373.145
33.0,8556.73,0,4.21,9.0,0,OH,2032.477434679335,2.137767220902613,950.7477777777777
37.0,12410.67,0,6.12,6.0,0,NH,2027.8872549019607,0.9803921568627451,2068.445
48.0,11316.41,1,4.74,10.0,0,AE,2387.428270042194,2.109704641350211,1131.641
35.0,13035.91,1,5.51,6.0,0,AA,2365.86388384755,1.088929219600726,2172.6516666666666
36.0,5695.21,0,4.1,7.0,0,PA,1389.0756097560977,1.707317073170732,813.6014285714285
43.0,6411.25,0,2.82,7.0,0,UT,2273.4929078014184,2.4822695035460995,915.8928571428571
42.0,9091.99,0,5.85,6.0,0,KS,1554.1863247863248,1.0256410256410258,1515.3316666666667
39.0,11680.91,1,6.35,7.0,0,NV,1839.5133858267718,1.1023622047244095,1668.7014285714286
44.0,8841.3,1,6.08,7.0,0,AA,1454.1611842105262,1.1513157894736843,1263.042857142857
51.0,7985.76,1,3.48,8.0,0,TN,2294.7586206896553,2.2988505747126435,998.22
35.0,11814.59,0,5.89,6.0,0,MN,2005.8726655348048,1.0186757215619695,1969.0983333333334
52.0,7077.34,1,5.6,8.0,0,PW,1263.8107142857143,1.4285714285714286,884.6675
51.0,9879.37,0,3.55,10.0,0,AA,2782.9211267605638,2.8169014084507045,987.9370000000001
28.0,11128.95,1,5.12,8.0,0,AA,2173.623046875,1.5625,1391.11875
40.0,11575.55,1,5.22,5.0,0,HI,2217.538314176245,0.9578544061302683,2315.1099999999997
37.0,13268.55,0,3.92,11.0,0,IA,3384.8341836734694,2.806122448979592,1206.2318181818182
44.0,9351.88,1,4.32,6.0,0,AP,2164.7870370370365,1.3888888888888888,1558.6466666666665
43.0,9735.41,0,6.12,8.0,0,WV,1590.753267973856,1.3071895424836601,1216.92625
45.0,9598.03,0,5.0,7.0,0,NH,1919.6060000000002,1.4,1371.1471428571429
43.0,5805.53,0,5.44,5.0,0,CO,1067.1930147058822,0.9191176470588235,1161.106
41.0,14099.03,1,4.56,7.0,0,AP,3091.8925438596493,1.5350877192982457,2014.1471428571429
49.0,8523.04,1,4.15,5.0,0,AP,2053.744578313253,1.2048192771084336,1704.6080000000002
42.0,6406.38,0,3.0,9.0,0,IA,2135.46,3.0,711.82
48.0,5622.5,0,6.05,7.0,0,CT,929.3388429752066,1.15702479338843,803.2142857142857
47.0,6670.37,0,2.55,9.0,0,ID,2615.8313725490198,3.5294117647058827,741.1522222222222
46.0,13547.39,0,2.67,8.0,0,DC,5073.92883895131,2.9962546816479403,1693.42375
47.0,9182.81,1,6.45,11.0,0,GA,1423.691472868217,1.7054263565891472,834.800909090909
42.0,9741.19,1,3.85,9.0,0,TX,2530.179220779221,2.3376623376623376,1082.3544444444444
39.0,8880.17,0,4.0,8.0,0,SC,2220.0425,2.0,1110.02125
45.0,13122.89,0,5.84,6.0,0,FM,2247.070205479452,1.0273972602739727,2187.148333333333
41.0,12659.88,0,4.55,4.0,0,DC,2782.3912087912086,0.8791208791208791,3164.97
37.0,8286.87,1,6.25,8.0,0,SC,1325.8992,1.28,1035.85875
37.0,9229.96,0,3.65,8.0,0,MI,2528.7561643835616,2.191780821917808,1153.745
45.0,4863.73,1,5.17,8.0,0,UT,940.7601547388781,1.5473887814313347,607.96625
42.0,12800.82,1,3.62,8.0,0,ME,3536.138121546961,2.2099447513812156,1600.1025
52.0,9893.92,0,6.91,7.0,0,RI,1431.8263386396527,1.0130246020260492,1413.4171428571428
45.0,12056.18,0,5.46,4.0,0,AA,2208.091575091575,0.7326007326007326,3014.045
51.0,6517.93,1,5.47,10.0,0,LA,1191.5776965265084,1.8281535648994516,651.793
39.0,9315.6,1,5.02,10.0,0,MN,1855.6972111553787,1.9920318725099604,931.5600000000001
42.0,6635.19,0,6.68,11.0,1,AP,993.2919161676647,1.6467065868263473,603.1990909090908
38.0,9624.18,0,5.53,12.0,1,RI,1740.358047016275,2.1699819168173597,802.015
41.0,6569.87,1,4.3,11.0,1,MT,1527.8767441860466,2.558139534883721,597.2609090909091
43.0,6715.23,0,4.16,8.0,1,AP,1614.2379807692307,1.923076923076923,839.40375
32.0,8617.98,1,6.2,10.0,1,OK,1389.9967741935484,1.6129032258064515,861.798
41.0,9771.22,0,5.81,11.0,1,WV,1681.7934595524957,1.8932874354561102,888.2927272727272
42.0,6635.19,0,6.68,11.0,1,AP,993.2919161676647,1.6467065868263473,603.1990909090908
44.0,8615.52,0,7.39,9.0,1,MP,1165.8349120433018,1.2178619756427604,957.2800000000001
42.0,9577.42,0,5.86,11.0,1,RI,1634.372013651877,1.8771331058020477,870.6745454545454
43.0,10400.88,0,5.84,10.0,1,LA,1780.972602739726,1.7123287671232876,1040.088
35.0,12871.79,0,4.64,12.0,1,CT,2774.0926724137935,2.586206896551724,1072.6491666666668
30.0,10744.14,1,7.16,9.0,1,WY,1500.5782122905027,1.2569832402234637,1193.7933333333333
51.0,10978.16,1,6.95,11.0,1,SC,1579.5913669064748,1.5827338129496402,998.0145454545454
44.0,8474.11,0,6.61,14.0,1,AP,1282.0136157337367,2.118003025718608,605.2935714285715
41.0,8560.76,1,3.99,12.0,1,GU,2145.5538847117796,3.007518796992481,713.3966666666666
41.0,10179.92,1,5.97,10.0,1,NE,1705.1792294807371,1.6750418760469012,1017.992
41.0,11916.22,0,6.5,11.0,1,RI,1833.2646153846154,1.6923076923076923,1083.2927272727272
43.0,10400.88,0,5.84,10.0,1,LA,1780.972602739726,1.7123287671232876,1040.088
48.0,10367.08,1,6.45,12.0,1,SC,1607.2992248062014,1.8604651162790697,863.9233333333333
42.0,10276.33,1,6.54,11.0,1,UT,1571.3042813455656,1.6819571865443426,934.2118181818182
41.0,9771.22,0,5.81,11.0,1,WV,1681.7934595524957,1.8932874354561102,888.2927272727272
42.0,10827.96,1,4.2,10.0,1,NJ,2578.085714285714,2.380952380952381,1082.7959999999998
56.0,12217.95,1,5.79,11.0,1,CO,2110.181347150259,1.8998272884283247,1110.7227272727273
40.0,8625.96,1,6.27,13.0,1,VA,1375.7511961722487,2.0733652312599684,663.5353846153846
36.0,9793.42,0,5.98,9.0,1,NH,1637.695652173913,1.5050167224080266,1088.1577777777777
38.0,8642.01,1,4.76,11.0,1,MI,1815.5483193277312,2.3109243697478994,785.6372727272727
41.0,6569.87,1,4.3,11.0,1,MT,1527.8767441860466,2.558139534883721,597.2609090909091
50.0,12682.9,0,4.58,10.0,1,DE,2769.192139737991,2.1834061135371177,1268.29
50.0,10199.44,0,5.79,9.0,1,VI,1761.5613126079447,1.5544041450777202,1133.2711111111112
46.0,12122.19,0,7.53,11.0,1,VI,1609.8525896414342,1.4608233731739708,1102.0172727272727
58.0,12376.37,0,6.01,12.0,1,WI,2059.296173044925,1.9966722129783694,1031.3641666666667
44.0,8474.11,0,6.61,14.0,1,AP,1282.0136157337367,2.118003025718608,605.2935714285715
50.0,12682.9,0,4.58,10.0,1,DE,2769.192139737991,2.1834061135371177,1268.29
50.0,11775.75,1,4.83,10.0,1,WV,2438.0434782608695,2.070393374741201,1177.575
41.0,9771.22,0,5.81,11.0,1,WV,1681.7934595524957,1.8932874354561102,888.2927272727272
52.0,11849.13,0,6.8,11.0,1,KS,1742.5191176470587,1.6176470588235294,1077.1936363636362
43.0,11226.88,0,8.08,12.0,1,AP,1389.4653465346535,1.4851485148514851,935.5733333333333
47.0,8235.74,1,6.2,10.0,1,NH,1328.3451612903225,1.6129032258064515,823.574
40.0,8625.96,1,6.27,13.0,1,VA,1375.7511961722487,2.0733652312599684,663.5353846153846
45.0,6749.49,0,5.88,14.0,1,KY,1147.8724489795918,2.380952380952381,482.1064285714286
40.0,8283.32,1,5.1,13.0,1,WI,1624.1803921568628,2.5490196078431375,637.1784615384615
43.0,14062.6,1,5.46,11.0,1,MA,2575.5677655677655,2.0146520146520146,1278.418181818182
41.0,5192.38,1,4.86,11.0,1,AA,1068.3909465020577,2.2633744855967075,472.0345454545455
41.0,10179.92,1,5.97,10.0,1,NE,1705.1792294807371,1.6750418760469012,1017.992
42.0,10276.33,1,6.54,11.0,1,UT,1571.3042813455656,1.6819571865443426,934.2118181818182
44.0,11424.0,1,5.98,10.0,1,GA,1910.3678929765886,1.672240802675585,1142.4
49.0,10522.21,0,7.25,14.0,1,AA,1451.3393103448275,1.9310344827586208,751.5864285714285
34.0,9228.84,1,5.29,12.0,1,AL,1744.5822306238185,2.268431001890359,769.07
32.0,9885.12,1,6.92,9.0,1,FM,1428.485549132948,1.300578034682081,1098.3466666666668
48.0,11740.0,1,4.97,11.0,1,CO,2362.1730382293763,2.2132796780684107,1067.2727272727273
53.0,13655.59,1,2.05,10.0,1,PW,6661.263414634147,4.878048780487806,1365.559
43.0,12524.68,0,5.98,10.0,1,MN,2094.4280936454848,1.672240802675585,1252.468
51.0,10978.16,1,6.95,11.0,1,SC,1579.5913669064748,1.5827338129496402,998.0145454545454
47.0,8235.74,1,6.2,10.0,1,NH,1328.3451612903225,1.6129032258064515,823.574
41.0,11916.22,0,6.5,11.0,1,RI,1833.2646153846154,1.6923076923076923,1083.2927272727272
45.0,8099.29,1,5.66,10.0,1,ND,1430.969964664311,1.7667844522968197,809.929
46.0,12772.72,1,6.46,9.0,1,MH,1977.2012383900928,1.3931888544891642,1419.191111111111
43.0,10271.19,1,5.31,14.0,1,LA,1934.3107344632772,2.6365348399246704,733.6564285714286
42.0,8010.76,0,6.71,10.0,1,WY,1193.8539493293592,1.4903129657228018,801.076
46.0,12772.72,1,6.46,9.0,1,MH,1977.2012383900928,1.3931888544891642,1419.191111111111
34.0,12983.26,1,6.53,13.0,1,MI,1988.2480857580397,1.9908116385911179,998.7123076923077
37.0,8736.06,1,5.51,12.0,1,CA,1585.491833030853,2.177858439201452,728.005
40.0,8283.32,1,5.1,13.0,1,WI,1624.1803921568628,2.5490196078431375,637.1784615384615
41.0,13190.3,1,7.38,10.0,1,MH,1787.3035230352302,1.3550135501355014,1319.03
40.0,11185.62,0,6.26,12.0,1,NJ,1786.8402555910545,1.9169329073482428,932.1350000000001
41.0,6569.87,1,4.3,11.0,1,MT,1527.8767441860466,2.558139534883721,597.2609090909091
41.0,7777.37,0,4.81,12.0,1,MA,1616.91683991684,2.494802494802495,648.1141666666666
41.0,12680.46,0,5.92,11.0,1,AK,2141.9695945945946,1.8581081081081081,1152.769090909091
34.0,9228.84,1,5.29,12.0,1,AL,1744.5822306238185,2.268431001890359,769.07
41.0,10179.92,1,5.97,10.0,1,NE,1705.1792294807371,1.6750418760469012,1017.992
41.0,10474.94,0,6.4,12.0,1,NV,1636.709375,1.875,872.9116666666667
36.0,11550.29,0,6.46,13.0,1,ID,1787.9705882352944,2.0123839009287927,888.4838461538462
41.0,11699.26,0,6.99,12.0,1,NJ,1673.7138769670958,1.7167381974248928,974.9383333333334
41.0,6569.87,1,4.3,11.0,1,MT,1527.8767441860466,2.558139534883721,597.2609090909091
50.0,10850.78,1,5.63,9.0,1,NE,1927.3143872113678,1.5985790408525755,1205.6422222222222
49.0,12458.8,0,5.04,9.0,1,MS,2471.9841269841268,1.7857142857142858,1384.3111111111111
40.0,8625.96,1,6.27,13.0,1,VA,1375.7511961722487,2.0733652312599684,663.5353846153846
41.0,13365.66,1,8.36,9.0,1,MN,1598.7631578947369,1.0765550239234452,1485.0733333333333
43.0,14062.6,1,5.46,11.0,1,MA,2575.5677655677655,2.0146520146520146,1278.418181818182
43.0,10400.88,0,5.84,10.0,1,LA,1780.972602739726,1.7123287671232876,1040.088
49.0,15005.43,1,5.27,12.0,1,LA,2847.3301707779888,2.2770398481973437,1250.4525
39.0,8667.02,0,6.82,10.0,1,LA,1270.824046920821,1.466275659824047,866.702
55.0,5024.52,0,8.11,9.0,1,NH,619.5462392108509,1.1097410604192355,558.2800000000001
38.0,10863.05,1,5.59,11.0,1,AR,1943.3005366726295,1.9677996422182469,987.55
53.0,13655.59,1,2.05,10.0,1,PW,6661.263414634147,4.878048780487806,1365.559
39.0,8667.02,0,6.82,10.0,1,LA,1270.824046920821,1.466275659824047,866.702
46.0,9322.44,1,2.69,11.0,1,MT,3465.5910780669146,4.089219330855019,847.4945454545455
35.0,9766.95,1,4.59,13.0,1,ME,2127.8758169934645,2.8322440087145972,751.3038461538462
37.0,9191.58,0,5.56,9.0,1,MH,1653.1618705035971,1.6187050359712232,1021.2866666666666
41.0,11699.26,0,6.99,12.0,1,NJ,1673.7138769670958,1.7167381974248928,974.9383333333334
40.0,10041.13,0,7.61,11.0,1,AA,1319.4651773981602,1.445466491458607,912.8299999999999
50.0,11775.75,1,4.83,10.0,1,WV,2438.0434782608695,2.070393374741201,1177.575
32.0,8617.98,1,6.2,10.0,1,OK,1389.9967741935484,1.6129032258064515,861.798
45.0,8771.02,1,6.64,11.0,1,AA,1320.936746987952,1.6566265060240966,797.3654545454546
46.0,9322.44,1,2.69,11.0,1,MT,3465.5910780669146,4.089219330855019,847.4945454545455
40.0,11185.62,0,6.26,12.0,1,NJ,1786.8402555910545,1.9169329073482428,932.1350000000001
44.0,11091.21,0,5.9,10.0,1,AA,1879.866101694915,1.694915254237288,1109.1209999999999
38.0,11887.39,0,5.83,12.0,1,AA,2039.0034305317322,2.058319039451115,990.6158333333333
45.0,12309.39,1,4.57,11.0,1,ND,2693.5207877461703,2.4070021881838075,1119.0354545454545
51.0,10978.16,1,6.95,11.0,1,SC,1579.5913669064748,1.5827338129496402,998.0145454545454
48.0,11740.0,1,4.97,11.0,1,CO,2362.1730382293763,2.2132796780684107,1067.2727272727273
43.0,12104.25,0,5.86,7.0,1,IL,2065.5716723549485,1.1945392491467577,1729.1785714285713
44.0,8474.11,0,6.61,14.0,1,AP,1282.0136157337367,2.118003025718608,605.2935714285715
42.0,11066.8,0,7.22,8.0,1,AK,1532.7977839335178,1.10803324099723,1383.35
37.0,9191.58,0,5.56,9.0,1,MH,1653.1618705035971,1.6187050359712232,1021.2866666666666
39.0,6351.79,0,5.86,6.0,1,PR,1083.9232081911262,1.023890784982935,1058.6316666666667
42.0,6635.19,0,6.68,11.0,1,AP,993.2919161676647,1.6467065868263473,603.1990909090908
35.0,12403.81,0,4.42,11.0,1,DC,2806.29185520362,2.48868778280543,1127.6190909090908
55.0,9000.31,1,6.78,10.0,1,AP,1327.4793510324482,1.4749262536873156,900.031
41.0,6569.87,1,4.3,11.0,1,MT,1527.8767441860466,2.558139534883721,597.2609090909091
41.0,5192.38,1,4.86,11.0,1,AA,1068.3909465020577,2.2633744855967075,472.0345454545455
55.0,16838.94,1,6.66,8.0,1,AS,2528.369369369369,1.2012012012012012,2104.8675
36.0,11550.29,0,6.46,13.0,1,ID,1787.9705882352944,2.0123839009287927,888.4838461538462
55.0,5024.52,0,8.11,9.0,1,NH,619.5462392108509,1.1097410604192355,558.2800000000001
